Humidity,Pressure (millibars),Temperature (C),Wind Speed (km/h),Precip Type
0.5247240713084175,1004.3017940760575,6.66031869068446,3.587827378149051,none
0.8704285838459498,986.8209649474917,3.1404709532168775,21.39734361668985,none
0.739196365086843,982.6020637194111,19.86212527455788,22.823551458506923,rain
0.659195090518222,1017.9554214901333,5.702599800807678,16.83831592708489,none
0.39361118426546193,1018.6252813229823,3.428035290621423,23.12901539863683,none
0.3935967122017216,1012.3358939246584,11.280882494747454,14.813867890931721,none
0.33485016730091965,992.1845507669349,-0.7722732507571206,15.681984881459822,none
0.8197056874649612,983.9068845602553,19.06590942262119,12.826230550756488,rain
0.6606690070459253,1007.3693210604863,-2.763480689606875,0.7625738023228557,snow
0.7248435466776273,997.606099749584,24.60660809801552,3.2367428097991335,rain
0.31235069657748143,984.8815293937912,18.167343078899723,0.9428755706020275,none
0.8819459112971967,999.8070764044508,0.9614704460251722,19.092312337913413,snow
0.7994655844802531,981.3755408446087,-4.834336486291928,9.4306794322898,snow
0.4274034664069657,1016.3728160831513,19.463842853645026,15.257120734941083,none
0.4090949803242604,990.3511992640007,16.205720315428515,27.226994217782792,none
0.41004270591206027,1006.5008913741593,16.87021504122962,7.478766874466248,none
0.48254534577572267,992.4684430435765,18.138110400578373,12.311487691068892,none
0.6148538589793427,1000.8027208471125,-2.7786604479772894,22.666534156291462,snow
0.5591670111852695,1001.8684111737311,5.753971856328178,6.863944964748674,none
0.47473748411882516,987.3941782210211,-1.5239282142461086,2.30939729486379,none
0.6671117368334277,1018.7833851105823,20.893102776267806,8.692543587413041,none
0.3836963163912251,1011.0053129344445,13.698943804826737,4.836638617620133,none
0.4752867891211309,1017.5799576625676,4.926940745579476,27.89092957027719,none
0.519817105976215,1015.793094017106,-3.093249491419291,24.243611386932507,none
0.5736419905302216,1003.9159991524434,4.329469651469866,19.002112695312704,none
0.7711055768358083,1016.8749694009247,4.755499660802411,26.14381770563153,none
0.41980426929501585,983.5397000820768,16.88818535014192,24.110162306973432,none
0.608540663048167,987.8393144967658,14.126724140656394,5.597101766581075,none
0.6554487413172255,981.8090915564215,21.616382277289794,26.776769954699333,none
0.3278702476319986,993.0132132305306,9.16644775485848,16.18026725746952,none
